rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
-1.1813759033005304,2.269810739180331,1.1393449893131737,1.663844471270018,0.8450851546824005,2016-2017,MO,64131,Regular School,High,20.1
-0.7563522587457068,0.06360583273167515,0.9410665409476319,0.5606940443233489,0.045981356424763434,2016-2017,MA,2171,Regular School,High,21.6422466422466
0.6812697031822119,1.2593229547623064,-0.14832346563490217,0.40309510636618695,-0.30253564364929614,2016-2017,MI,48075,Regular School,Other,19.4
-0.6837409139260494,1.633538724926197,1.0919643705891589,0.8126416512874856,0.789593459010768,2016-2017,PA,15221,Regular School,High,18.8827838827839
0.8252002914544233,0.2466437121083643,-0.8782856177557333,-0.8219205955997635,1.7518039942470243,2016-2017,GA,30021,Regular School,High,15.7326007326007
-0.6715311584575834,0.8895578333783886,0.8092463110529095,0.3349567420141199,-0.7596643502550668,2016-2017,MI,49453,Regular School,High,22.1
0.5190630029190471,0.21832916418727544,-0.25207964890207696,0.3122439538967642,-0.9394655840348115,2016-2017,NJ,8093,Regular School,High,21.4713064713065
-0.628293346532825,0.2276115541915426,-0.2707434545967913,-0.5307839479136587,0.18407408923647614,2016-2017,IN,46107,Regular School,High,20.8339438339438
-0.9435830008766001,-0.08440315256002115,1.099604484523384,0.5975654536047704,-1.1110851066892702,2016-2017,PA,17327,Regular School,High,23.1318681318681
-0.27653461514017236,1.2879287655747593,0.6567385044091595,1.6140364646750005,-0.8914707181546085,2016-2017,NJ,7755,Regular School,High,22.2283272283272
-0.6480845270055396,1.1506429613792295,0.8027334012304022,0.9535536428727127,-1.0937701516306744,2016-2017,NJ,7605,Regular School,High,23.3516483516484
-0.13092156202763452,-1.7892365435819568,-0.7716093790013189,-1.309213140663031,1.7120256716989564,2016-2017,TX,77033,Regular School,High,16.7582417582418
1.203904957862561,-1.8863659019943317,-2.087649604747135,-1.4479339170681051,2.3752219848308833,2016-2017,NY,10472,Regular School,High,14.3894993894994
-0.6576311106752988,0.06712984545270612,0.9517737681079982,-0.058703492851069114,-0.17501640291533893,2016-2017,TX,75904,Regular School,High,21.0805860805861
-0.3717744574801287,-0.831756707495432,0.8358121870489188,-0.09650195470870929,-0.4795638772297934,2016-2017,LA,71292,Regular School,High,19.9
0.2675120616274035,0.1048021044526308,0.39509214642041524,-0.7719440339908881,-0.18076857911172842,2016-2017,MI,48723,Regular School,High,19.3
-0.668055681416432,0.23225089814541428,1.0185150066663615,0.8584886150568418,-0.9732184340318799,2016-2017,WI,53120,Regular School,High,23.2
0.5435616496974779,0.07647204119846493,-0.8262662918790743,-0.193294671416624,1.8898920987414571,2016-2017,LA,70812,Regular School,Other,16.1
1.8859004796787682,-0.7063000179045175,-0.7351284884276943,-0.9160585708394159,1.9355824046362575,2016-2017,NY,10457,Regular School,High,15.4151404151404
-0.246123199578782,0.3276338427264182,0.3797099868211498,0.11756291289085827,-0.6116212646655663,2016-2017,MI,49236,Regular School,High,20.2
-1.0122439292384782,-0.615711748769611,0.6673981991729568,0.21949655752143973,-1.147363986691331,2016-2017,TX,77356,Regular School,High,22.3748473748474
-0.11870652400374845,-0.33583677513382004,0.5698821657763221,0.23639419766069694,-0.2869697617437498,2016-2017,TX,78009,Regular School,High,22.7167277167277
-1.0104224950911647,0.23400284068073002,1.3616777603348678,1.017773103152583,-0.9714776876106568,2016-2017,GA,30265,Regular School,High,21.5689865689866
-0.6177791038961862,0.21088918795658132,1.2765055291608844,-0.2562921078460243,-0.6293395693385782,2016-2017,WI,54624,Regular School,High,21.1
-0.2912120473150193,-0.05037140855327292,0.6670145387113485,-0.07362061157749566,-0.42007520683838123,2016-2017,MI,49220,Regular School,High,18.2
-0.620679960615954,1.723893081760237,1.3003162699124633,1.1053374328517762,1.5610482249816424,2016-2017,NY,10002,Regular School,High,16.8559218559219
-0.48157499622711464,-0.3167140406917553,0.01660910290880496,0.10989365976032257,-0.5774130832013515,2016-2017,TX,75647,Regular School,High,20.7387057387057
-1.0738005620930486,0.26303051065544086,-0.7699984090897802,-0.288191144218637,-0.3894625530276352,2016-2017,TX,77834,Regular School,High,21.8620268620269
-0.7269505292223579,1.5385975046513691,-0.22842628014920532,0.050772988649654606,-0.5146095933697786,2016-2017,TX,78756,Regular School,High,24.2796092796093
-1.460918694293646,1.9796626674971027,1.3802911583477162,1.6729885807718106,-1.023824593040743,2016-2017,NC,27514,Regular School,High,26.5262515262515
1.0470319515885742,-0.9794093252371882,-1.5074714413901067,-1.231719973041849,1.924327076497131,2016-2017,NY,10467,Regular School,High,15.5860805860806
0.8226596519612418,-1.587468040350455,0.1427599103760801,-0.506933413452762,-1.7686677651729705,2016-2017,OH,45390,Regular School,High,20.0
-0.8474537848169891,0.15551867696396454,0.7085679492333601,0.6996255144957454,-1.1329058208844272,2016-2017,WY,82939,Regular School,High,20.4
0.006971780460807665,0.40313817375770333,1.0506045022724602,0.43549980778037345,-0.7845304531565499,2016-2017,WY,82637,Regular School,High,19.7
-1.5402362273188834,0.5099905990929864,0.3723534997207037,-0.03965677628512334,-0.9160711651312292,2016-2017,PA,16648,Regular School,High,22.4725274725275
-0.5983997761761956,0.2519625357122099,-1.0625973940909832,-0.22068486116853717,-0.5978220802086398,2016-2017,FL,33486,Regular School,High,21.2271062271062
-1.2140983020324658,-0.20243383938118503,-0.05629044470357203,0.0602963469326275,0.4424061334161689,2016-2017,PA,15644,Regular School,High,20.1037851037851
-1.222263154823786,1.9898424014864484,0.9910607918316273,2.403506010832067,-1.6389761171308521,2016-2017,OH,43065,Regular School,High,25.0
0.24700738519923834,0.6548445528739317,0.5792546994207989,0.7000047632769257,-0.9710873236743061,2016-2017,MI,48451,Regular School,High,19.9
-0.6297347890120519,1.8591154925691553,1.2470384999555277,1.551544693287174,0.18889516022567424,2016-2017,WA,98125,Regular School,High,16.3919413919414
-0.7582827550379276,0.9324464638039319,-0.7786750991129717,-0.7456073130755869,-0.2733140611777777,2016-2017,TX,79410,Regular School,High,21.0805860805861
1.0131928304830586,-0.2620345185335891,0.4717585453866707,-0.3505564993460701,-0.38808364945064605,2016-2017,TX,76629,Regular School,High,18.028083028083
-0.31718812764794113,0.44841933154096497,0.9008549303912577,0.7894653368820206,-1.1611421114736542,2016-2017,NJ,8080,Regular School,High,21.9108669108669
0.24869945639666793,0.06352486115633015,0.8005847813402707,0.5115181190302986,-0.6056260212701212,2016-2017,OH,43512,Regular School,High,22.0
2.4651592522455825,-0.37918536017643634,-2.557271811177311,-1.0717191261372117,-0.06438202473149644,2016-2017,FL,33950,Regular School,High,21.9352869352869
-1.054324117524859,1.7749546286441371,1.1712033000828581,3.528105063292157,-1.2081944931241961,2016-2017,NJ,7724,Regular School,High,21.7643467643468
1.9630390874011305,0.014615242719191365,-1.6487445352444483,-1.1878956694387879,0.8689106571240227,2016-2017,NC,28377,Regular School,High,16.8559218559219
0.8343423633773519,-1.4928080839073126,-0.644701011746251,-0.3375356245255452,0.32568066115280697,2016-2017,OH,44432,Regular School,Other,21.0
-0.5906467346666319,-0.8587042764553108,0.6127683234300317,0.13172153405492415,-0.2851341977207096,2016-2017,TN,37052,Regular School,High,19.2
-1.375317554850265,0.23003882353762578,0.43597061442180546,0.11891135300172168,0.22987935021863704,2016-2017,LA,70506,Regular School,High,18.9
0.8308343032108501,-0.15240196632101966,-0.4975376756607246,-0.12856954609517993,0.1804412790586194,2016-2017,NC,27051,Regular School,High,18.6874236874237
-1.1032214352066696,0.31424530295387104,0.5575125394523154,-0.3505564993460701,-0.31588803220710354,2016-2017,TN,37643,Regular School,High,21.4
-0.3033195393701131,0.42408543981859076,-0.6750263512055616,-0.127263244737781,-0.14350727929043564,2016-2017,NC,28722,Regular School,High,21.9108669108669
-0.368168102826413,-2.048960619723386,-0.8350105413683571,-0.7076824349575533,1.6976664642542756,2016-2017,TX,75211,Regular School,High,16.7826617826618
0.3952530232524788,-0.4614307641913038,-0.06677560075121185,-1.0020637666604233,0.22756993282888466,2016-2017,IL,61520,Regular School,High,19.1
-0.5878466205899073,1.2449832198918374,1.390629086089232,2.2574109525707087,-1.3040797930563879,2016-2017,MI,48187,Regular School,Other,22.5
-0.5495026644300699,0.38934777497666245,0.9270326270944735,-0.43538181007007193,-0.7245442203795337,2016-2017,MI,48317,Regular School,High,20.2
-1.2347146691898836,-0.16796434910252897,-1.2551978027906283,-0.45324864153901223,-0.5471726980723982,2016-2017,PA,17870,Regular School,High,21.7155067155067
-0.033788224894129686,0.24372191456264852,1.5497923342719497,0.5348629884496215,0.0915495030207976,2016-2017,NY,11361,Regular School,High,23.009768009768
0.0916323422035196,0.05440085847553813,0.7733380271251485,-0.5239153310989482,-0.25731403600489844,2016-2017,NC,28712,Regular School,High,22.1306471306471
-0.689147507868517,0.8984989844992617,-0.20377879436657603,-0.07686529559426077,-0.5335829972506753,2016-2017,WA,98942,Regular School,High,20.6898656898657
0.20415153950775755,-0.4421052760999864,-0.4009033078908537,-0.15499054451741004,0.03663733150302117,2016-2017,TX,75765,Regular School,High,19.981684981685
1.3958953690298725,-0.2767164806230207,0.37410757540216766,-0.3396004234453048,-0.4991306326717895,2016-2017,NJ,8310,Regular School,High,21.007326007326
0.039695046378078545,-1.1477817030108568,1.1659124118308326,-0.3259474673228127,0.10749548482877383,2016-2017,WA,98816,Regular School,High,20.3479853479853
-1.1435598154428475,1.1368272362131642,1.5147137872483831,2.3880410883106022,-1.2141333911620806,2016-2017,PA,19064,Regular School,High,21.9352869352869
-1.0613671226179375,-0.580413824557796,-1.023977676134342,-0.5640314243971348,-0.5916134701387646,2016-2017,OH,44691,Regular School,High,23.0
-1.6629373833800243,0.7787534606949499,0.507281205091316,-0.5488614731499214,-1.7686677651729705,2016-2017,OH,44106,Regular School,High,20.0
-0.2275525837477631,0.021608798882542454,-0.6441194257953929,-0.49741005516978914,-0.03338812564846629,2016-2017,PA,15320,Regular School,High,21.3247863247863
-0.7296110398009564,1.9790260025763315,1.2018264809111572,1.3165790039692236,-1.5983743872385399,2016-2017,PA,18938,Regular School,High,24.6459096459096
-0.4287868464159682,0.564721171041171,-2.252873410759743,-0.9592086543870452,-0.5852355297973925,2016-2017,PA,17325,Regular School,High,21.8131868131868
0.24474515278673867,0.961208780649061,-0.1562522780580914,-0.395855659320388,0.3160943924674788,2016-2017,MA,2148,Regular School,High,20.1526251526252
